REF_DATE,GEO,Participation Rate_SCALAR_FACTOR,Population_SCALAR_FACTOR,Unemployment Rate_SCALAR_FACTOR,Participation Rate,Population,Unemployment Rate,Year
2023-04,New Brunswick,units,thousands,units,60.4,678.4,6.4,2023
2023-04,Newfoundland and Labrador,units,thousands,units,58.0,453.6,9.8,2023
2023-04,Nova Scotia,units,thousands,units,61.8,857.3,6.4,2023
2023-04,Ontario,units,thousands,units,65.5,12716.7,5.1,2023
2023-04,Prince Edward Island,units,thousands,units,66.8,143.3,7.2,2023
2023-04,Quebec,units,thousands,units,65.1,7228.9,4.2,2023
2023-04,Saskatchewan,units,thousands,units,67.1,918.5,4.7,2023
2023-10,Alberta,units,thousands,units,69.3,3808.2,5.9,2023
2023-10,British Columbia,units,thousands,units,65.2,4557.3,5.3,2023
2023-10,Canada,units,thousands,units,65.6,32800.9,5.7,2023
2023-10,Manitoba,units,thousands,units,67.2,1098.3,5.1,2023
2023-10,New Brunswick,units,thousands,units,60.5,689.8,6.7,2023
2023-10,Newfoundland and Labrador,units,thousands,units,57.5,457.3,9.9,2023
2023-10,Nova Scotia,units,thousands,units,61.8,871.6,6.5,2023
2023-10,Ontario,units,thousands,units,65.5,12936.5,6.2,2023
2023-10,Prince Edward Island,units,thousands,units,67.0,146.4,6.3,2023
2023-10,Quebec,units,thousands,units,65.1,7303.2,5.0,2023
2023-10,Saskatchewan,units,thousands,units,67.7,932.4,4.4,2023
2023-06,Alberta,units,thousands,units,69.6,3748.3,5.8,2023
2023-06,British Columbia,units,thousands,units,65.2,4513.2,5.5,2023
2023-06,Canada,units,thousands,units,65.7,32449.4,5.4,2023
2023-06,Manitoba,units,thousands,units,67.1,1087.1,4.6,2023
2023-06,New Brunswick,units,thousands,units,60.4,682.4,6.8,2023
2023-06,Newfoundland and Labrador,units,thousands,units,57.0,455.0,8.8,2023
2023-06,Nova Scotia,units,thousands,units,61.5,862.6,6.6,2023
2023-06,Ontario,units,thousands,units,65.9,12784.4,5.7,2023
2023-06,Prince Edward Island,units,thousands,units,65.8,144.5,8.4,2023
2023-06,Quebec,units,thousands,units,65.0,7248.9,4.5,2023
2023-06,Saskatchewan,units,thousands,units,67.2,922.9,4.9,2023
2023-12,Alberta,units,thousands,units,69.7,3833.8,6.3,2023
2023-12,British Columbia,units,thousands,units,65.7,4576.3,5.5,2023
2023-12,Canada,units,thousands,units,65.5,32952.8,5.8,2023
2023-12,Manitoba,units,thousands,units,66.5,1103.4,4.2,2023
2023-12,New Brunswick,units,thousands,units,60.2,692.3,6.3,2023
2023-12,Newfoundland and Labrador,units,thousands,units,58.0,458.1,10.5,2023
2023-12,Nova Scotia,units,thousands,units,61.7,875.1,5.9,2023
2023-12,Ontario,units,thousands,units,64.9,13005.9,6.3,2023
2023-12,Prince Edward Island,units,thousands,units,68.0,147.0,8.1,2023
2023-12,Quebec,units,thousands,units,64.9,7325.1,4.7,2023
2023-12,Saskatchewan,units,thousands,units,68.3,935.7,5.0,2023
2023-07,Alberta,units,thousands,units,69.8,3764.0,6.0,2023
2023-07,British Columbia,units,thousands,units,65.0,4524.2,5.4,2023
2023-07,Canada,units,thousands,units,65.6,32531.3,5.5,2023
2023-07,Manitoba,units,thousands,units,66.8,1089.4,5.0,2023
2023-07,New Brunswick,units,thousands,units,60.6,684.5,6.4,2023
2023-07,Newfoundland and Labrador,units,thousands,units,57.2,455.7,8.9,2023
2023-07,Nova Scotia,units,thousands,units,62.1,865.4,7.7,2023
2023-07,Ontario,units,thousands,units,65.6,12818.5,5.7,2023
2023-07,Prince Edward Island,units,thousands,units,66.3,145.0,8.1,2023
2023-07,Quebec,units,thousands,units,64.8,7259.6,4.5,2023
2023-07,Saskatchewan,units,thousands,units,66.8,925.0,5.1,2023
2023-03,Alberta,units,thousands,units,70.0,3703.1,5.7,2023
2023-03,British Columbia,units,thousands,units,64.9,4476.3,4.6,2023
2023-03,Canada,units,thousands,units,65.7,32211.3,5.1,2023
2023-03,Manitoba,units,thousands,units,67.3,1078.9,4.7,2023
2023-03,New Brunswick,units,thousands,units,60.4,677.1,5.9,2023
2023-03,Newfoundland and Labrador,units,thousands,units,58.3,453.0,10.4,2023
2023-03,Nova Scotia,units,thousands,units,61.4,855.5,5.5,2023
2023-03,Ontario,units,thousands,units,65.6,12687.0,5.3,2023
2023-03,Prince Edward Island,units,thousands,units,65.6,142.6,6.7,2023
2023-03,Quebec,units,thousands,units,65.0,7221.3,4.3,2023
2023-03,Saskatchewan,units,thousands,units,67.2,916.4,4.7,2023
2023-02,Alberta,units,thousands,units,70.0,3689.2,5.9,2023
2023-02,British Columbia,units,thousands,units,65.4,4463.4,5.0,2023
2023-02,Canada,units,thousands,units,65.7,32130.5,5.1,2023
2023-02,Manitoba,units,thousands,units,67.0,1075.4,4.6,2023
2023-02,New Brunswick,units,thousands,units,60.6,675.6,6.2,2023
2023-02,Newfoundland and Labrador,units,thousands,units,58.2,452.1,10.2,2023
2023-02,Nova Scotia,units,thousands,units,61.7,853.5,5.8,2023
2023-02,Ontario,units,thousands,units,65.6,12653.8,5.2,2023
2023-02,Prince Edward Island,units,thousands,units,65.0,142.1,7.0,2023
2023-02,Quebec,units,thousands,units,65.0,7211.7,4.1,2023
2023-02,Saskatchewan,units,thousands,units,67.4,913.7,4.5,2023
2023-01,Alberta,units,thousands,units,70.2,3678.4,6.0,2023
2023-01,British Columbia,units,thousands,units,65.0,4455.2,4.5,2023
2023-01,Canada,units,thousands,units,65.7,32070.4,5.0,2023
2023-01,Manitoba,units,thousands,units,66.6,1073.3,4.3,2023
2023-01,New Brunswick,units,thousands,units,60.5,674.3,7.0,2023
2023-01,Newfoundland and Labrador,units,thousands,units,58.7,451.4,11.4,2023
2023-01,Nova Scotia,units,thousands,units,61.9,851.7,5.4,2023
2023-01,Ontario,units,thousands,units,65.6,12628.2,5.2,2023
2023-01,Prince Edward Island,units,thousands,units,64.5,141.5,7.5,2023
2023-01,Quebec,units,thousands,units,65.1,7204.5,4.0,2023
2023-01,Saskatchewan,units,thousands,units,67.3,912.0,4.3,2023
2024-05,Alberta,units,thousands,units,69.4,3908.6,7.2,2023
2024-05,British Columbia,units,thousands,units,65.3,4646.6,5.6,2023
2024-05,Canada,units,thousands,units,65.4,33461.8,6.2,2023
2024-05,Manitoba,units,thousands,units,66.7,1121.9,4.9,2023
2024-05,New Brunswick,units,thousands,units,61.1,703.3,7.5,2023
2024-05,Newfoundland and Labrador,units,thousands,units,58.4,460.6,9.9,2023
2024-05,Nova Scotia,units,thousands,units,62.0,886.9,6.4,2023
2024-05,Ontario,units,thousands,units,65.2,13230.3,6.7,2023
2024-05,Prince Edward Island,units,thousands,units,65.7,150.0,7.1,2023
2024-05,Quebec,units,thousands,units,64.5,7405.9,5.1,2023
2024-05,Saskatchewan,units,thousands,units,67.5,947.6,5.6,2023
2024-05,Alberta,units,thousands,units,69.4,3908.6,7.2,2024
2024-05,British Columbia,units,thousands,units,65.3,4646.6,5.6,2024
2024-05,Canada,units,thousands,units,65.4,33461.8,6.2,2024
2024-05,Manitoba,units,thousands,units,66.7,1121.9,4.9,2024
2024-05,New Brunswick,units,thousands,units,61.1,703.3,7.5,2024
2024-05,Newfoundland and Labrador,units,thousands,units,58.4,460.6,9.9,2024
2024-05,Nova Scotia,units,thousands,units,62.0,886.9,6.4,2024
2024-05,Ontario,units,thousands,units,65.2,13230.3,6.7,2024
2024-05,Prince Edward Island,units,thousands,units,65.7,150.0,7.1,2024
2024-05,Quebec,units,thousands,units,64.5,7405.9,5.1,2024
2024-05,Saskatchewan,units,thousands,units,67.5,947.6,5.6,2024
2024-11,Alberta,units,thousands,units,69.3,4003.5,7.5,2024
2024-11,British Columbia,units,thousands,units,63.6,4725.0,5.7,2024
2024-11,Canada,units,thousands,units,65.1,34057.6,6.8,2024
2024-11,Manitoba,units,thousands,units,67.2,1142.7,5.8,2024
2024-11,New Brunswick,units,thousands,units,60.3,713.6,6.9,2024
2024-11,Newfoundland and Labrador,units,thousands,units,58.1,463.3,10.8,2024
2024-11,Nova Scotia,units,thousands,units,61.0,898.4,6.1,2024
2024-11,Ontario,units,thousands,units,65.0,13490.7,7.6,2024
2024-11,Prince Edward Island,units,thousands,units,67.5,152.6,8.0,2024
2024-11,Quebec,units,thousands,units,64.7,7505.2,5.9,2024
2024-11,Saskatchewan,units,thousands,units,67.1,962.5,5.6,2024
2024-10,Alberta,units,thousands,units,68.8,3990.1,7.3,2024
2024-10,British Columbia,units,thousands,units,63.7,4714.9,5.8,2024
2024-10,Canada,units,thousands,units,64.8,33977.5,6.5,2024
2024-10,Manitoba,units,thousands,units,66.8,1140.4,5.9,2024
2024-10,New Brunswick,units,thousands,units,60.4,712.7,6.8,2024
2024-10,Newfoundland and Labrador,units,thousands,units,58.2,462.9,10.1,2024
2024-10,Nova Scotia,units,thousands,units,61.1,897.4,6.2,2024
2024-10,Ontario,units,thousands,units,64.6,13453.0,6.8,2024
2024-10,Prince Edward Island,units,thousands,units,67.2,152.4,10.0,2024
2024-10,Quebec,units,thousands,units,64.4,7493.0,5.7,2024
2024-10,Saskatchewan,units,thousands,units,67.3,960.7,6.0,2024
2024-04,Alberta,units,thousands,units,70.1,3893.3,7.0,2024
2024-04,British Columbia,units,thousands,units,65.2,4633.6,5.0,2024
2024-04,Canada,units,thousands,units,65.4,33364.2,6.1,2024
2024-04,Manitoba,units,thousands,units,66.3,1118.2,5.1,2024
2024-04,New Brunswick,units,thousands,units,61.2,700.9,7.0,2024
2024-04,Newfoundland and Labrador,units,thousands,units,58.4,460.2,9.1,2024
2024-04,Nova Scotia,units,thousands,units,62.1,884.4,6.1,2024
2024-04,Ontario,units,thousands,units,65.0,13189.4,6.8,2024
2024-04,Prince Edward Island,units,thousands,units,66.5,149.4,6.8,2024
2024-04,Quebec,units,thousands,units,64.7,7389.5,5.1,2024
2024-04,Saskatchewan,units,thousands,units,67.1,945.3,5.7,2024
2024-06,Alberta,units,thousands,units,69.3,3924.8,7.1,2024
2024-06,British Columbia,units,thousands,units,64.6,4660.1,5.2,2024
2024-06,Canada,units,thousands,units,65.3,33560.5,6.4,2024
2024-06,Manitoba,units,thousands,units,66.9,1125.6,5.1,2024
2024-06,New Brunswick,units,thousands,units,61.4,705.8,7.7,2024
2024-06,Newfoundland and Labrador,units,thousands,units,58.4,460.9,9.2,2024
2024-06,Nova Scotia,units,thousands,units,61.7,889.4,6.6,2024
2024-06,Ontario,units,thousands,units,65.3,13269.9,7.0,2024
2024-06,Prince Edward Island,units,thousands,units,66.5,150.6,8.0,2024
2024-06,Quebec,units,thousands,units,64.5,7423.0,5.7,2024
2024-06,Saskatchewan,units,thousands,units,67.3,950.1,5.5,2024
2024-07,Alberta,units,thousands,units,68.9,3943.8,7.1,2024
2024-07,British Columbia,units,thousands,units,64.4,4676.9,5.5,2024
2024-07,Canada,units,thousands,units,65.0,33685.9,6.4,2024
2024-07,Manitoba,units,thousands,units,66.5,1130.3,5.7,2024
2024-07,New Brunswick,units,thousands,units,60.9,708.4,7.2,2024
2024-07,Newfoundland and Labrador,units,thousands,units,58.4,461.4,9.6,2024
2024-07,Nova Scotia,units,thousands,units,61.2,892.0,7.0,2024
2024-07,Ontario,units,thousands,units,65.0,13324.2,6.7,2024
2024-07,Prince Edward Island,units,thousands,units,66.6,151.2,8.9,2024
2024-07,Quebec,units,thousands,units,64.2,7444.3,5.7,2024
2024-07,Saskatchewan,units,thousands,units,67.7,953.2,5.4,2024
2024-03,Alberta,units,thousands,units,69.5,3877.0,6.3,2024
2024-03,British Columbia,units,thousands,units,65.3,4618.7,5.5,2024
2024-03,Canada,units,thousands,units,65.3,33252.4,6.1,2024
2024-03,Manitoba,units,thousands,units,66.1,1114.3,5.0,2024
2024-03,New Brunswick,units,thousands,units,60.7,698.5,7.8,2024
2024-03,Newfoundland and Labrador,units,thousands,units,58.9,459.8,10.1,2024
2024-03,Nova Scotia,units,thousands,units,62.4,882.4,6.2,2024
2024-03,Ontario,units,thousands,units,65.0,13140.1,6.7,2024
2024-03,Prince Edward Island,units,thousands,units,66.7,148.8,7.4,2024
2024-03,Quebec,units,thousands,units,64.5,7370.1,5.0,2024
2024-03,Saskatchewan,units,thousands,units,66.9,942.8,5.4,2024
2024-02,Alberta,units,thousands,units,69.8,3864.1,6.2,2024
2024-02,British Columbia,units,thousands,units,65.0,4605.9,5.2,2024
2024-02,Canada,units,thousands,units,65.3,33161.7,5.8,2024
2024-02,Manitoba,units,thousands,units,66.4,1111.1,4.5,2024
2024-02,New Brunswick,units,thousands,units,60.6,696.6,6.9,2024
2024-02,Newfoundland and Labrador,units,thousands,units,59.1,459.4,10.2,2024
2024-02,Nova Scotia,units,thousands,units,62.6,880.6,6.0,2024
2024-02,Ontario,units,thousands,units,64.9,13100.2,6.5,2024
2024-02,Prince Edward Island,units,thousands,units,66.7,148.3,7.0,2024
2024-02,Quebec,units,thousands,units,64.7,7354.9,4.7,2024
2024-02,Saskatchewan,units,thousands,units,67.5,940.6,5.0,2024
2024-01,Alberta,units,thousands,units,70.5,3269.3,4.8,2024
2024-01,British Columbia,units,thousands,units,65.3,3949.4,5.1,2024
2024-01,Canada,units,thousands,units,65.7,28275.7,4.8,2024
2024-01,Manitoba,units,thousands,units,66.7,929.2,3.3,2024
2024-01,New Brunswick,units,thousands,units,60.0,603.7,6.0,2024
2024-01,Newfoundland and Labrador,units,thousands,units,58.9,401.4,10.0,2024
2024-01,Nova Scotia,units,thousands,units,61.6,759.4,5.9,2024
2024-01,Ontario,units,thousands,units,66.1,11058.5,5.2,2024
2024-01,Prince Edward Island,units,thousands,units,66.2,123.4,6.9,2024
2024-01,Quebec,units,thousands,units,63.7,6387.1,3.9,2024
2024-01,Saskatchewan,units,thousands,units,68.6,794.3,3.9,2024
2024-09,Alberta,units,thousands,units,68.8,3975.7,7.5,2024
2024-09,British Columbia,units,thousands,units,63.8,4704.7,6.0,2024
2024-09,Canada,units,thousands,units,64.9,33892.3,6.5,2024
2024-09,Manitoba,units,thousands,units,66.9,1137.8,5.7,2024
2024-09,New Brunswick,units,thousands,units,60.0,711.7,6.7,2024
2024-09,Newfoundland and Labrador,units,thousands,units,58.1,462.4,10.0,2024
2024-09,Nova Scotia,units,thousands,units,61.5,896.1,6.3,2024
2024-09,Ontario,units,thousands,units,65.0,13413.7,6.9,2024
2024-09,Prince Edward Island,units,thousands,units,65.9,152.2,7.1,2024
2024-09,Quebec,units,thousands,units,64.3,7479.3,5.5,2024
2024-09,Saskatchewan,units,thousands,units,67.5,958.6,5.7,2024
2024-08,Alberta,units,thousands,units,69.4,3957.5,7.7,2024
2024-08,British Columbia,units,thousands,units,64.2,4689.9,5.8,2024
2024-08,Canada,units,thousands,units,65.1,33782.3,6.6,2024
2024-08,Manitoba,units,thousands,units,66.8,1133.9,5.8,2024
2024-08,New Brunswick,units,thousands,units,60.6,710.2,6.5,2024
2024-08,Newfoundland and Labrador,units,thousands,units,58.3,461.8,10.4,2024
2024-08,Nova Scotia,units,thousands,units,61.5,894.0,6.7,2024
2024-08,Ontario,units,thousands,units,65.0,13366.8,7.1,2024
2024-08,Prince Edward Island,units,thousands,units,66.5,151.7,8.2,2024
2024-08,Quebec,units,thousands,units,64.2,7460.8,5.7,2024
2024-08,Saskatchewan,units,thousands,units,67.3,955.7,5.4,2024
